index,x,y
0,0.8298611111111112,0.4668874172185433
1,0.8854166666666667,0.5066225165562914
2,0.9444444444444444,0.54635761589404
3,0.9965277777777777,0.5860927152317883
4,1.048611111111111,0.6291390728476822
5,1.1006944444444442,0.6688741721854308
6,1.1527777777777775,0.7119205298013247
7,1.2048611111111107,0.751655629139073
8,1.270833333333333,0.794701986754967
9,1.3298611111111107,0.8311258278145697
10,1.3854166666666663,0.8741721854304636
11,1.4409722222222219,0.9039735099337749
12,1.4999999999999996,0.9437086092715232
13,1.569444444444444,0.9735099337748345
14,1.6284722222222219,1.0000000000000002
15,1.6875,1.0264900662251657
16,1.7499999999999996,1.0562913907284768
17,1.8055555555555554,1.0794701986754967
18,1.8715277777777777,1.1026490066225167
19,1.9340277777777772,1.1258278145695364
20,1.9965277777777777,1.1490066225165565
21,2.0625,1.1721854304635762
22,2.131944444444444,1.1920529801324504
23,2.1944444444444438,1.208609271523179
24,2.2673611111111103,1.2317880794701987
25,2.3298611111111107,1.2450331125827816
26,2.3854166666666656,1.2682119205298015
27,2.4583333333333326,1.2847682119205297
28,2.5173611111111103,1.3112582781456954
29,2.5902777777777772,1.33112582781457
30,2.6527777777777777,1.347682119205298
31,2.7152777777777772,1.3675496688741724
32,2.770833333333333,1.3841059602649008
